#    L    TT             TE             EE             BB             PP
   928    0.15726E+04    0.55035E+02    0.32249E+02    0.10494E+00    0.79373E-08
   929    0.15614E+04    0.54580E+02    0.32531E+02    0.10490E+00    0.79237E-08
   930    0.15504E+04    0.54096E+02    0.32811E+02    0.10485E+00    0.79101E-08
   931    0.15393E+04    0.53585E+02    0.33089E+02    0.10480E+00    0.78965E-08
   932    0.15285E+04    0.53046E+02    0.33364E+02    0.10475E+00    0.78830E-08
   933    0.15177E+04    0.52481E+02    0.33637E+02    0.10470E+00    0.78695E-08
   934    0.15069E+04    0.51889E+02    0.33909E+02    0.10465E+00    0.78560E-08
   935    0.14963E+04    0.51269E+02    0.34176E+02    0.10460E+00    0.78425E-08
   936    0.14857E+04    0.50624E+02    0.34441E+02    0.10455E+00    0.78291E-08
   937    0.14752E+04    0.49953E+02    0.34704E+02    0.10450E+00    0.78158E-08
   938    0.14648E+04    0.49257E+02    0.34964E+02    0.10444E+00    0.78024E-08
   939    0.14546E+04    0.48535E+02    0.35220E+02    0.10439E+00    0.77891E-08
   940    0.14443E+04    0.47788E+02    0.35473E+02    0.10434E+00    0.77758E-08
   941    0.14342E+04    0.47017E+02    0.35723E+02    0.10429E+00    0.77626E-08
   942    0.14242E+04    0.46222E+02    0.35970E+02    0.10424E+00    0.77494E-08
   943    0.14144E+04    0.45404E+02    0.36212E+02    0.10418E+00    0.77362E-08
   944    0.14047E+04    0.44561E+02    0.36452E+02    0.10413E+00    0.77231E-08
   945    0.13950E+04    0.43696E+02    0.36687E+02    0.10408E+00    0.77100E-08
   946    0.13854E+04    0.42809E+02    0.36919E+02    0.10402E+00    0.76969E-08
   947    0.13760E+04    0.41900E+02    0.37147E+02    0.10397E+00    0.76839E-08
   948    0.13665E+04    0.40970E+02    0.37372E+02    0.10392E+00    0.76708E-08
   949    0.13573E+04    0.40019E+02    0.37592E+02    0.10386E+00    0.76579E-08
   950    0.13482E+04    0.39047E+02    0.37808E+02    0.10381E+00    0.76449E-08
   951    0.13392E+04    0.38055E+02    0.38020E+02    0.10376E+00    0.76320E-08
   952    0.13304E+04    0.37044E+02    0.38228E+02    0.10370E+00    0.76191E-08
   953    0.13216E+04    0.36013E+02    0.38431E+02    0.10365E+00    0.76063E-08
   954    0.13130E+04    0.34964E+02    0.38630E+02    0.10360E+00    0.75934E-08
   955    0.13044E+04    0.33897E+02    0.38824E+02    0.10354E+00    0.75806E-08
   956    0.12960E+04    0.32811E+02    0.39014E+02    0.10349E+00    0.75679E-08
   957    0.12878E+04    0.31709E+02    0.39199E+02    0.10344E+00    0.75552E-08
   958    0.12796E+04    0.30589E+02    0.39378E+02    0.10339E+00    0.75425E-08
   959    0.12717E+04    0.29453E+02    0.39554E+02    0.10333E+00    0.75298E-08
   960    0.12638E+04    0.28303E+02    0.39725E+02    0.10328E+00    0.75172E-08
   961    0.12560E+04    0.27137E+02    0.39891E+02    0.10323E+00    0.75046E-08
   962    0.12484E+04    0.25957E+02    0.40051E+02    0.10318E+00    0.74920E-08
   963    0.12410E+04    0.24762E+02    0.40207E+02    0.10313E+00    0.74794E-08
   964    0.12337E+04    0.23555E+02    0.40358E+02    0.10308E+00    0.74669E-08
   965    0.12265E+04    0.22334E+02    0.40503E+02    0.10303E+00    0.74545E-08
   966    0.12194E+04    0.21101E+02    0.40644E+02    0.10298E+00    0.74420E-08
   967    0.12125E+04    0.19856E+02    0.40780E+02    0.10293E+00    0.74296E-08
   968    0.12057E+04    0.18600E+02    0.40909E+02    0.10288E+00    0.74172E-08
   969    0.11991E+04    0.17334E+02    0.41033E+02    0.10283E+00    0.74048E-08
   970    0.11926E+04    0.16056E+02    0.41152E+02    0.10279E+00    0.73925E-08
   971    0.11862E+04    0.14769E+02    0.41266E+02    0.10274E+00    0.73802E-08
   972    0.11799E+04    0.13474E+02    0.41373E+02    0.10269E+00    0.73679E-08
   973    0.11738E+04    0.12169E+02    0.41475E+02    0.10265E+00    0.73557E-08
   974    0.11679E+04    0.10856E+02    0.41573E+02    0.10260E+00    0.73435E-08
   975    0.11621E+04    0.95356E+01    0.41664E+02    0.10256E+00    0.73313E-08
   976    0.11565E+04    0.82085E+01    0.41749E+02    0.10252E+00    0.73192E-08
   977    0.11510E+04    0.68756E+01    0.41829E+02    0.10247E+00    0.73070E-08
   978    0.11455E+04    0.55367E+01    0.41904E+02    0.10243E+00    0.72950E-08
   979    0.11404E+04    0.41930E+01    0.41973E+02    0.10239E+00    0.72829E-08
   980    0.11353E+04    0.28445E+01    0.42036E+02    0.10235E+00    0.72709E-08
   981    0.11303E+04    0.14918E+01    0.42092E+02    0.10231E+00    0.72589E-08
   982    0.11255E+04    0.13584E+00    0.42144E+02    0.10227E+00    0.72469E-08
   983    0.11209E+04   -0.12233E+01    0.42189E+02    0.10223E+00    0.72349E-08
   984    0.11164E+04   -0.25848E+01    0.42227E+02    0.10220E+00    0.72230E-08
   985    0.11120E+04   -0.39484E+01    0.42262E+02    0.10216E+00    0.72111E-08
   986    0.11078E+04   -0.53131E+01    0.42289E+02    0.10213E+00    0.71993E-08
   987    0.11036E+04   -0.66791E+01    0.42311E+02    0.10209E+00    0.71874E-08
   988    0.10997E+04   -0.80451E+01    0.42328E+02    0.10206E+00    0.71756E-08
   989    0.10959E+04   -0.94099E+01    0.42339E+02    0.10202E+00    0.71639E-08
   990    0.10923E+04   -0.10775E+02    0.42346E+02    0.10199E+00    0.71521E-08
   991    0.10888E+04   -0.12138E+02    0.42345E+02    0.10196E+00    0.71404E-08
   992    0.10854E+04   -0.13500E+02    0.42338E+02    0.10193E+00    0.71287E-08
   993    0.10821E+04   -0.14859E+02    0.42325E+02    0.10190E+00    0.71171E-08
   994    0.10790E+04   -0.16215E+02    0.42307E+02    0.10187E+00    0.71054E-08
   995    0.10761E+04   -0.17568E+02    0.42284E+02    0.10185E+00    0.70938E-08
   996    0.10733E+04   -0.18916E+02    0.42252E+02    0.10182E+00    0.70822E-08
   997    0.10706E+04   -0.20260E+02    0.42218E+02    0.10180E+00    0.70707E-08
   998    0.10681E+04   -0.21598E+02    0.42176E+02    0.10177E+00    0.70592E-08
   999    0.10657E+04   -0.22931E+02    0.42129E+02    0.10175E+00    0.70477E-08
  1000    0.10634E+04   -0.24259E+02    0.42077E+02    0.10173E+00    0.70362E-08
  1001    0.10613E+04   -0.25578E+02    0.42018E+02    0.10171E+00    0.70248E-08
  1002    0.10592E+04   -0.26890E+02    0.41954E+02    0.10169E+00    0.70134E-08
  1003    0.10573E+04   -0.28196E+02    0.41884E+02    0.10167E+00    0.70020E-08
  1004    0.10556E+04   -0.29492E+02    0.41809E+02    0.10165E+00    0.69906E-08
  1005    0.10541E+04   -0.30779E+02    0.41728E+02    0.10163E+00    0.69793E-08
  1006    0.10527E+04   -0.32058E+02    0.41641E+02    0.10162E+00    0.69680E-08
  1007    0.10513E+04   -0.33327E+02    0.41549E+02    0.10160E+00    0.69567E-08
  1008    0.10498E+04   -0.34585E+02    0.41451E+02    0.10159E+00    0.69455E-08
  1009    0.10487E+04   -0.35833E+02    0.41348E+02    0.10157E+00    0.69342E-08
  1010    0.10478E+04   -0.37069E+02    0.41240E+02    0.10156E+00    0.69231E-08
  1011    0.10469E+04   -0.38294E+02    0.41127E+02    0.10155E+00    0.69119E-08
  1012    0.10461E+04   -0.39509E+02    0.41009E+02    0.10154E+00    0.69007E-08
  1013    0.10455E+04   -0.40709E+02    0.40886E+02    0.10153E+00    0.68896E-08
  1014    0.10450E+04   -0.41898E+02    0.40758E+02    0.10153E+00    0.68785E-08
  1015    0.10445E+04   -0.43073E+02    0.40625E+02    0.10152E+00    0.68675E-08
  1016    0.10442E+04   -0.44235E+02    0.40486E+02    0.10151E+00    0.68564E-08
  1017    0.10441E+04   -0.45383E+02    0.40343E+02    0.10151E+00    0.68454E-08
  1018    0.10440E+04   -0.46517E+02    0.40195E+02    0.10151E+00    0.68344E-08
  1019    0.10440E+04   -0.47636E+02    0.40043E+02    0.10150E+00    0.68235E-08
  1020    0.10442E+04   -0.48741E+02    0.39884E+02    0.10150E+00    0.68126E-08
  1021    0.10444E+04   -0.49830E+02    0.39721E+02    0.10150E+00    0.68017E-08
  1022    0.10447E+04   -0.50903E+02    0.39554E+02    0.10150E+00    0.67908E-08
  1023    0.10452E+04   -0.51958E+02    0.39382E+02    0.10151E+00    0.67799E-08
  1024    0.10457E+04   -0.52998E+02    0.39205E+02    0.10151E+00    0.67691E-08
  1025    0.10463E+04   -0.54017E+02    0.39025E+02    0.10151E+00    0.67583E-08
  1026    0.10473E+04   -0.55021E+02    0.38839E+02    0.10152E+00    0.67475E-08
  1027    0.10481E+04   -0.56007E+02    0.38651E+02    0.10152E+00    0.67368E-08
  1028    0.10490E+04   -0.56974E+02    0.38458E+02    0.10153E+00    0.67260E-08
  1029    0.10500E+04   -0.57924E+02    0.38261E+02    0.10154E+00    0.67153E-08
  1030    0.10510E+04   -0.58855E+02    0.38060E+02    0.10155E+00    0.67047E-08
  1031    0.10520E+04   -0.59765E+02    0.37855E+02    0.10156E+00    0.66940E-08
  1032    0.10533E+04   -0.60660E+02    0.37645E+02    0.10157E+00    0.66834E-08
  1033    0.10546E+04   -0.61535E+02    0.37432E+02    0.10158E+00    0.66728E-08
  1034    0.10561E+04   -0.62389E+02    0.37217E+02    0.10160E+00    0.66622E-08
  1035    0.10576E+04   -0.63223E+02    0.36997E+02    0.10161E+00    0.66517E-08
  1036    0.10591E+04   -0.64039E+02    0.36773E+02    0.10162E+00    0.66411E-08
  1037    0.10607E+04   -0.64833E+02    0.36546E+02    0.10164E+00    0.66306E-08
  1038    0.10625E+04   -0.65608E+02    0.36317E+02    0.10166E+00    0.66202E-08
  1039    0.10643E+04   -0.66358E+02    0.36084E+02    0.10167E+00    0.66097E-08
  1040    0.10661E+04   -0.67090E+02    0.35847E+02    0.10169E+00    0.65993E-08
  1041    0.10680E+04   -0.67797E+02    0.35609E+02    0.10171E+00    0.65889E-08
  1042    0.10700E+04   -0.68485E+02    0.35367E+02    0.10173E+00    0.65785E-08
  1043    0.10720E+04   -0.69149E+02    0.35122E+02    0.10175E+00    0.65682E-08
  1044    0.10742E+04   -0.69793E+02    0.34873E+02    0.10178E+00    0.65578E-08
  1045    0.10762E+04   -0.70417E+02    0.34625E+02    0.10180E+00    0.65475E-08
  1046    0.10785E+04   -0.71013E+02    0.34372E+02    0.10182E+00    0.65372E-08
  1047    0.10808E+04   -0.71597E+02    0.34116E+02    0.10185E+00    0.65270E-08
  1048    0.10830E+04   -0.72152E+02    0.33859E+02    0.10187E+00    0.65168E-08
  1049    0.10854E+04   -0.72681E+02    0.33600E+02    0.10190E+00    0.65065E-08
  1050    0.10877E+04   -0.73189E+02    0.33338E+02    0.10192E+00    0.64964E-08
  1051    0.10902E+04   -0.73677E+02    0.33074E+02    0.10195E+00    0.64862E-08
  1052    0.10927E+04   -0.74138E+02    0.32808E+02    0.10198E+00    0.64761E-08
  1053    0.10951E+04   -0.74579E+02    0.32540E+02    0.10201E+00    0.64660E-08
  1054    0.10976E+04   -0.74999E+02    0.32271E+02    0.10204E+00    0.64559E-08
  1055    0.11001E+04   -0.75393E+02    0.32001E+02    0.10207E+00    0.64458E-08
  1056    0.11026E+04   -0.75766E+02    0.31729E+02    0.10210E+00    0.64358E-08
  1057    0.11053E+04   -0.76112E+02    0.31455E+02    0.10213E+00    0.64257E-08
  1058    0.11080E+04   -0.76438E+02    0.31181E+02    0.10216E+00    0.64157E-08
  1059    0.11108E+04   -0.76737E+02    0.30905E+02    0.10220E+00    0.64058E-08
  1060    0.11135E+04   -0.77016E+02    0.30628E+02    0.10223E+00    0.63958E-08
  1061    0.11162E+04   -0.77268E+02    0.30351E+02    0.10226E+00    0.63859E-08
  1062    0.11189E+04   -0.77500E+02    0.30073E+02    0.10230E+00    0.63760E-08
  1063    0.11216E+04   -0.77704E+02    0.29794E+02    0.10233E+00    0.63661E-08
  1064    0.11243E+04   -0.77897E+02    0.29514E+02    0.10237E+00    0.63563E-08
  1065    0.11271E+04   -0.78062E+02    0.29233E+02    0.10240E+00    0.63464E-08
  1066    0.11298E+04   -0.78199E+02    0.28953E+02    0.10244E+00    0.63366E-08
  1067    0.11326E+04   -0.78310E+02    0.28672E+02    0.10248E+00    0.63268E-08
  1068    0.11354E+04   -0.78401E+02    0.28391E+02    0.10251E+00    0.63171E-08
  1069    0.11382E+04   -0.78480E+02    0.28110E+02    0.10255E+00    0.63073E-08
  1070    0.11410E+04   -0.78531E+02    0.27829E+02    0.10259E+00    0.62976E-08
  1071    0.11437E+04   -0.78555E+02    0.27548E+02    0.10262E+00    0.62879E-08
  1072    0.11465E+04   -0.78552E+02    0.27268E+02    0.10266E+00    0.62782E-08
  1073    0.11493E+04   -0.78529E+02    0.26987E+02    0.10270E+00    0.62686E-08
  1074    0.11520E+04   -0.78487E+02    0.26708E+02    0.10274E+00    0.62589E-08
  1075    0.11548E+04   -0.78424E+02    0.26428E+02    0.10278E+00    0.62493E-08
  1076    0.11575E+04   -0.78335E+02    0.26150E+02    0.10282E+00    0.62398E-08
  1077    0.11603E+04   -0.78233E+02    0.25872E+02    0.10286E+00    0.62302E-08
  1078    0.11629E+04   -0.78089E+02    0.25596E+02    0.10290E+00    0.62207E-08
  1079    0.11656E+04   -0.77940E+02    0.25319E+02    0.10293E+00    0.62111E-08
  1080    0.11683E+04   -0.77772E+02    0.25044E+02    0.10297E+00    0.62016E-08
  1081    0.11708E+04   -0.77576E+02    0.24771E+02    0.10301E+00    0.61922E-08
  1082    0.11734E+04   -0.77360E+02    0.24499E+02    0.10305E+00    0.61827E-08
  1083    0.11760E+04   -0.77125E+02    0.24228E+02    0.10309E+00    0.61733E-08
  1084    0.11786E+04   -0.76870E+02    0.23959E+02    0.10313E+00    0.61639E-08
  1085    0.11811E+04   -0.76587E+02    0.23691E+02    0.10317E+00    0.61545E-08
  1086    0.11836E+04   -0.76300E+02    0.23426E+02    0.10321E+00    0.61451E-08
  1087    0.11860E+04   -0.75970E+02    0.23162E+02    0.10325E+00    0.61358E-08
  1088    0.11884E+04   -0.75635E+02    0.22899E+02    0.10329E+00    0.61265E-08
  1089    0.11908E+04   -0.75273E+02    0.22639E+02    0.10333E+00    0.61172E-08
  1090    0.11931E+04   -0.74905E+02    0.22381E+02    0.10337E+00    0.61079E-08
  1091    0.11954E+04   -0.74503E+02    0.22124E+02    0.10341E+00    0.60986E-08
  1092    0.11977E+04   -0.74089E+02    0.21870E+02    0.10344E+00    0.60894E-08
  1093    0.11999E+04   -0.73654E+02    0.21619E+02    0.10348E+00    0.60802E-08
  1094    0.12019E+04   -0.73207E+02    0.21369E+02    0.10352E+00    0.60710E-08
  1095    0.12041E+04   -0.72747E+02    0.21124E+02    0.10356E+00    0.60618E-08
  1096    0.12061E+04   -0.72259E+02    0.20879E+02    0.10360E+00    0.60526E-08
  1097    0.12081E+04   -0.71751E+02    0.20637E+02    0.10363E+00    0.60435E-08
  1098    0.12101E+04   -0.71231E+02    0.20399E+02    0.10367E+00    0.60344E-08
  1099    0.12120E+04   -0.70698E+02    0.20164E+02    0.10371E+00    0.60253E-08
  1100    0.12138E+04   -0.70144E+02    0.19932E+02    0.10374E+00    0.60162E-08
  1101    0.12156E+04   -0.69576E+02    0.19702E+02    0.10378E+00    0.60072E-08
  1102    0.12174E+04   -0.68990E+02    0.19476E+02    0.10381E+00    0.59982E-08
  1103    0.12191E+04   -0.68390E+02    0.19253E+02    0.10385E+00    0.59892E-08
  1104    0.12207E+04   -0.67773E+02    0.19034E+02    0.10388E+00    0.59802E-08
  1105    0.12222E+04   -0.67144E+02    0.18818E+02    0.10392E+00    0.59712E-08
  1106    0.12237E+04   -0.66498E+02    0.18604E+02    0.10395E+00    0.59623E-08
  1107    0.12252E+04   -0.65840E+02    0.18395E+02    0.10398E+00    0.59533E-08
  1108    0.12266E+04   -0.65168E+02    0.18188E+02    0.10401E+00    0.59444E-08
  1109    0.12278E+04   -0.64482E+02    0.17983E+02    0.10405E+00    0.59356E-08
  1110    0.12290E+04   -0.63784E+02    0.17785E+02    0.10408E+00    0.59267E-08
  1111    0.12301E+04   -0.63072E+02    0.17589E+02    0.10411E+00    0.59178E-08
  1112    0.12313E+04   -0.62350E+02    0.17397E+02    0.10414E+00    0.59090E-08
  1113    0.12323E+04   -0.61615E+02    0.17210E+02    0.10417E+00    0.59002E-08
  1114    0.12332E+04   -0.60869E+02    0.17025E+02    0.10419E+00    0.58914E-08
  1115    0.12341E+04   -0.60113E+02    0.16845E+02    0.10422E+00    0.58827E-08
  1116    0.12350E+04   -0.59345E+02    0.16670E+02    0.10425E+00    0.58739E-08
  1117    0.12357E+04   -0.58568E+02    0.16498E+02    0.10427E+00    0.58652E-08
  1118    0.12364E+04   -0.57780E+02    0.16331E+02    0.10430E+00    0.58565E-08
  1119    0.12370E+04   -0.56984E+02    0.16167E+02    0.10433E+00    0.58478E-08
  1120    0.12375E+04   -0.56178E+02    0.16008E+02    0.10435E+00    0.58392E-08
  1121    0.12380E+04   -0.55363E+02    0.15852E+02    0.10437E+00    0.58305E-08
  1122    0.12384E+04   -0.54541E+02    0.15701E+02    0.10439E+00    0.58219E-08
  1123    0.12386E+04   -0.53711E+02    0.15555E+02    0.10442E+00    0.58133E-08
  1124    0.12389E+04   -0.52873E+02    0.15413E+02    0.10444E+00    0.58047E-08
  1125    0.12390E+04   -0.52027E+02    0.15275E+02    0.10446E+00    0.57961E-08
  1126    0.12391E+04   -0.51176E+02    0.15142E+02    0.10448E+00    0.57876E-08
  1127    0.12391E+04   -0.50319E+02    0.15013E+02    0.10449E+00    0.57791E-08
  1128    0.12390E+04   -0.49456E+02    0.14889E+02    0.10451E+00    0.57706E-08
  1129    0.12389E+04   -0.48587E+02    0.14770E+02    0.10453E+00    0.57621E-08
  1130    0.12385E+04   -0.47714E+02    0.14654E+02    0.10454E+00    0.57536E-08
  1131    0.12382E+04   -0.46837E+02    0.14544E+02    0.10456E+00    0.57452E-08
  1132    0.12378E+04   -0.45954E+02    0.14438E+02    0.10457E+00    0.57367E-08
  1133    0.12373E+04   -0.45069E+02    0.14337E+02    0.10458E+00    0.57283E-08
  1134    0.12368E+04   -0.44180E+02    0.14240E+02    0.10459E+00    0.57199E-08
  1135    0.12361E+04   -0.43288E+02    0.14148E+02    0.10460E+00    0.57115E-08
  1136    0.12354E+04   -0.42395E+02    0.14061E+02    0.10461E+00    0.57032E-08
  1137    0.12346E+04   -0.41498E+02    0.13978E+02    0.10462E+00    0.56948E-08
  1138    0.12337E+04   -0.40601E+02    0.13902E+02    0.10463E+00    0.56865E-08
  1139    0.12328E+04   -0.39701E+02    0.13828E+02    0.10463E+00    0.56782E-08
  1140    0.12318E+04   -0.38802E+02    0.13760E+02    0.10464E+00    0.56700E-08
  1141    0.12307E+04   -0.37901E+02    0.13696E+02    0.10464E+00    0.56617E-08
  1142    0.12295E+04   -0.37001E+02    0.13637E+02    0.10464E+00    0.56534E-08
  1143    0.12282E+04   -0.36102E+02    0.13583E+02    0.10465E+00    0.56452E-08
  1144    0.12268E+04   -0.35203E+02    0.13533E+02    0.10465E+00    0.56370E-08
  1145    0.12254E+04   -0.34305E+02    0.13489E+02    0.10465E+00    0.56288E-08
  1146    0.12239E+04   -0.33409E+02    0.13449E+02    0.10464E+00    0.56207E-08
  1147    0.12223E+04   -0.32515E+02    0.13414E+02    0.10464E+00    0.56125E-08
  1148    0.12206E+04   -0.31623E+02    0.13383E+02    0.10464E+00    0.56044E-08
  1149    0.12189E+04   -0.30735E+02    0.13358E+02    0.10463E+00    0.55963E-08
  1150    0.12171E+04   -0.29850E+02    0.13337E+02    0.10462E+00    0.55882E-08
  1151    0.12152E+04   -0.28968E+02    0.13320E+02    0.10462E+00    0.55801E-08
  1152    0.12132E+04   -0.28090E+02    0.13308E+02    0.10461E+00    0.55720E-08
  1153    0.12112E+04   -0.27217E+02    0.13302E+02    0.10460E+00    0.55640E-08
  1154    0.12091E+04   -0.26347E+02    0.13300E+02    0.10459E+00    0.55560E-08
  1155    0.12070E+04   -0.25483E+02    0.13303E+02    0.10457E+00    0.55479E-08
  1156    0.12047E+04   -0.24625E+02    0.13309E+02    0.10456E+00    0.55400E-08
